% RR interval,RV pressure (mmHg)
1.5609,8.1411
2.3894,9.2673
3.9091,9.9763
4.7599,11.353
4.8379,12.229
5.8709,12.924
7.414,13.897
9.5046,15.566
10.307,16.4
12.561,17.171
16.958,17.484
20.54,16.817
22.672,16.233
24.077,15.649
27.612,14.46
29.232,13.563
30.356,12.562
31.032,11.978
32.422,11.228
32.828,10.338
34.417,9.1004
34.48,9.8095
35.751,7.724
35.811,8.3913
37.137,6.9315
37.787,6.0556
38.186,5.0823
39.543,3.9701
40.921,3.0803
42.308,2.3017
43.929,1.4257
46.051,0.71667
54.935,-0.91837
59.047,-0.53463
70.097,0.88351
75.918,0.82095
81.713,0.48031
86.108,0.75838
89.102,1.676
91.365,2.5519
92.153,3.2193
94.412,4.0535
95.945,4.9155
96.73,5.5551
98.967,6.139
100,6.8342
